Series Name,Series Code,Country Name,Country Code,2018 [YR2018]
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,France,FRA,4666.97998047
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,French Polynesia,PYF,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Gabon,GAB,211.22572327
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Gambia, The",GMB,22.84936142
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Georgia,GEO,332
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Germany,DEU,5511.21435547
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Ghana,GHA,82.98774719
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Gibraltar,GIB,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Greece,GRC,1603.07788086
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Greenland,GRL,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Grenada,GRD,438.918396
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Guam,GUM,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Guatemala,GTM,265.74734497
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Guinea,GIN,35.30637741
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Guinea-Bissau,GNB,58.78644943
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Guyana,GUY,298.95074463
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Haiti,HTI,62.01782608
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Honduras,HND,177.64666748
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Hong Kong SAR, China",HKG,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Hungary,HUN,1080
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Iceland,ISL,6234
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,India,IND,58
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Indonesia,IDN,111.91187286
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Iran, Islamic Rep.",IRN,478.39190674
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Iraq,IRQ,231.00331116
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Ireland,IRL,5187.05761719
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Isle of Man,IMN,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Israel,ISR,3220
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Italy,ITA,3003
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Jamaica,JAM,333.87869263
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Japan,JPN,4288
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Jordan,JOR,289.53860474
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Kazakhstan,KAZ,273
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Kenya,KEN,75.6592865
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Kiribati,KIR,208
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Korea, Dem. People's Rep.",PRK,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Korea, Rep.",KOR,2501.13964844
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Kosovo,XKX,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Kuwait,KWT,1660.9864502
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Kyrgyz Republic,KGZ,67
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Lao PDR,LAO,57.35622025
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Latvia,LVA,1101
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Lebanon,LBN,744.6105957
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Lesotho,LSO,130.57113647
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Liberia,LBR,69.10813904
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Libya,LBY,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Liechtenstein,LIE,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Lithuania,LTU,1249
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Luxembourg,LUX,6227
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Macao SAR, China",MAC,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Madagascar,MDG,21.67276382
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Malawi,MWI,36.97562408
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Malaysia,MYS,416.32000732
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Maldives,MDV,805
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Mali,MLI,31.96352005
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Malta,MLT,2754
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Marshall Islands,MHL,736.77416992
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Mauritania,MRT,55.62037659
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Mauritius,MUS,641.56152344
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Mexico,MEX,530.64782715
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Micronesia, Fed. Sts.",FSM,422.44638062
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Moldova,MDA,276
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Monaco,MCO,7848.35644531
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Mongolia,MNG,188.86265564
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Montenegro,MNE,727
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Morocco,MAR,175.27603149
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Mozambique,MOZ,40.8117218
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Myanmar,MMR,60
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Namibia,NAM,472.99014282
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Nauru,NRU,1175.68676758
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Nepal,NPL,50
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Netherlands,NLD,5331
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,New Caledonia,NCL,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,New Zealand,NZL,3957.86083984
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Nicaragua,NIC,168.44512939
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Niger,NER,30.08619118
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Nigeria,NGA,65.70272064
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,North Macedonia,MKD,387
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Northern Mariana Islands,MNP,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Norway,NOR,8272
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Oman,OMN,639.32489014
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Pakistan,PAK,41.40914154
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Palau,PLW,2072.97583008
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Panama,PAN,1228.07336426
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Papua New Guinea,PNG,59.45320129
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Paraguay,PRY,421.08627319
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Peru,PER,363.42483521
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Philippines,PHL,126
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Poland,POL,979
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Portugal,PRT,2216
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Puerto Rico,PRI,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Qatar,QAT,1962.58374023
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Romania,ROU,687
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Russian Federation,RUS,609
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Rwanda,RWA,51.54394531
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Samoa,WSM,198.34815979
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,San Marino,SMR,4012.65405273
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sao Tome and Principe,STP,108.28024292
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Saudi Arabia,SAU,1291.12866211
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Senegal,SEN,65.77828217
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Serbia,SRB,617.08679199
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Seychelles,SYC,784.73242188
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sierra Leone,SLE,43.07834244
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Singapore,SGP,2641.50634766
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sint Maarten (Dutch part),SXM,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Slovak Republic,SVK,1300
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Slovenia,SVN,2170
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Solomon Islands,SLB,92.47520447
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Somalia,SOM,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,South Africa,ZAF,570.09777832
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,South Sudan,SSD,30.23945427
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Spain,ESP,2741.38256836
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sri Lanka,LKA,159
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,St. Kitts and Nevis,KNA,1103.17370605
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,St. Lucia,LCA,484.15499878
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,St. Martin (French part),MAF,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,St. Vincent and the Grenadines,VCT,357.32647705
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sudan,SDN,35.53091431
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Suriname,SUR,450.16079712
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sweden,SWE,6005
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Switzerland,CHE,9212.43261719
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Syrian Arab Republic,SYR,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Tajikistan,TJK,60
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Tanzania,TZA,40.83135605
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Thailand,THA,275.67111206
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Timor-Leste,TLS,78.94738007
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Togo,TGO,53.81824493
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Tonga,TON,219.28793335
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Trinidad and Tobago,TTO,1055.90356445
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Tunisia,TUN,212.39416504
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Turkiye,TUR,388
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Turkmenistan,TKM,457.06945801
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Turks and Caicos Islands,TCA,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Tuvalu,TUV,820.4006958
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Uganda,UGA,32.99159622
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Ukraine,UKR,221
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,United Arab Emirates,ARE,1914.9317627
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,United Kingdom,GBR,4226.20507813
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,United States,USA,10280.52636719
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Uruguay,URY,1697.01452637
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Uzbekistan,UZB,82
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Vanuatu,VUT,102.07511902
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Venezuela, RB",VEN,165.32095337
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Viet Nam,VNM,164.23649597
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Virgin Islands (U.S.),VIR,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,West Bank and Gaza,PSE,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Yemen, Rep.",YEM,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Zambia,ZMB,70.36667633
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Zimbabwe,ZWE,114.63294983
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 06/28/2024,,,,
